en_type_abbr,en_type,en_cui,en,en_zh
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0600251|3552,Interleukin-1 alpha|IL1A,白细胞介素-1α| il1a
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0655013,B3(Fv)-PE38KDEL recombinant immunotoxin,b3（fv）-pe38kdel重组免疫毒素
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0663182,Daclizumab,达克珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0666743,infliximab,英利昔单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0672596,palivizumab,帕利珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0676831,basiliximab,巴利昔单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0717816,HEPATITIS B IMMUNE GLOBULIN,乙型肝炎免疫球蛋白
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0719605,Cytogam,细胞色素
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0723012,Remicade,英夫利西单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0728747,trastuzumab,曲妥珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0733468,Neupogen,纽波根
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0733469,human fibroblast interferon,人成纤维细胞干扰素
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0733470,human leukocyte interferon,人类白细胞干扰素
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0733470|3439,human leukocyte interferon|IFNA1,人类白细胞干扰素| ifna1
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0796392,bevacizumab,贝伐珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0796392|7422,bevacizumab|VEGFA,贝伐单抗| vegfa
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0796545,peginterferon alfa-2b,培干扰素α-2b
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0796614|931|54474,monoclonal antibody CD20|MS4A1|KRT20,单克隆抗体cd20 | ms4a1 | krt20
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0876099,Mylotarg,米洛塔格
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0877880,ibritumomab tiuxetan,伊布替西坦
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0879266,autologous tumor cell vaccine,自体肿瘤细胞疫苗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0879399,tositumomab,托西莫单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0879399|931|54474,tositumomab|MS4A1|KRT20,tositumomab | ms4a1 | krt20
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0879427,panitumumab,帕木单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0879551,Monoclonal Antibody HuM291,单克隆抗体hum291
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0887942,beta-Defensins,β-防御
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0919274,Zevalin,玉米醇溶蛋白
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0966225,omalizumab,奥马佐单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0969324,mepolizumab,美泊珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C0995188,cetuximab,西妥昔单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1098214,interferon alpha-1,干扰素α-1
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1098262,galiximab,加利昔单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1122087,adalimumab,阿达木单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1134535,yttrium Y 90 ibritumomab tiuxetan,钇y 90 ibritumomab tiuxetan
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1135130,Avastin,阿瓦斯汀
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1136535,pegfilgrastim,培非司亭
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1172734,natalizumab,那他珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1174995,efalizumab,依法珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1314901,Mabthera,马博塞拉
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1327911|941,IDEC-114 monoclonal antibody|CD80,idec-114单克隆抗体| cd80
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1327944,lumiliximab,鲁米昔单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1327944|2208,lumiliximab|FCER2,鲁米昔单抗| FCER2
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1328195|5788,monoclonal antibody BC8|PTPRC,单克隆抗体bc8 | ptprc
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1328236|943,monoclonal antibody SGN-30|TNFRSF8,单克隆抗体sgn-30 | tnfrsf8
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1367202,anti-cytotoxic T-lymphocyte-associated antigen-4 monoclonal antibody,抗细胞毒性t淋巴细胞相关抗原-4单克隆抗体
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1512511,Human Papilloma Virus Vaccine,乳头淋瘤病毒疫苗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1519138|958,monoclonal antibody SGN-40|CD40,单克隆抗体sgn-40 | cd40
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1522250,Recombinant Interleukin-16,重组白细胞介素-16
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1522481,MART-1 Tumor Antigen,mart-1肿瘤抗原
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1522537,Recombinant Interferon,重组干扰素
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1522540,Recombinant Interleukin-4,重组白细胞介素-4
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1524094,Recombinant Cytokines,重组细胞因子
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1527003|958,Recombinant CD40-Ligand|CD40,重组cd40配体| cd40
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1527130,Recombinant Interleukin-3,重组白细胞介素-3
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1527132,Recombinant Interleukin-6,重组白细胞介素-6
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1527201,Recombinant Lymphokine,重组淋巴因子
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1527233,Recombinant Immune Globulin,重组免疫球蛋白
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1527432,Recombinant Interleukin-8,重组白细胞介素-8
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1527432|3576,Recombinant Interleukin-8|CXCL8,重组白细胞介素-8 | cxcl8
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1533699,Gemtuzumab ozogamicin,吉姆单抗奥佐米星
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1541483,eculizumab,依库珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1552907,Adenovirus Vaccine,腺病毒疫苗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1566537,Ranibizumab,雷尼珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1567130,Inotuzumab Ozogamicin,奥英妥珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1608841,monoclonal antibody CNTO 1275,单克隆抗体cnto 1275
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1609165,tocilizumab,托珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1619962,BELATACEPT,贝拉西普
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1619966,abatacept,阿巴西普
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1690432,denosumab,地诺单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1831875,urelumab,脲单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1832027,ofatumumab,奥法木单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C1832049,elotuzumab,埃洛图珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C2346801,daratumumab,达雷木单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C2346801|952,daratumumab|CD38,达拉木单抗| cd38
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C2351038,tremelimumab,银耳单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C2742503,obinutuzumab,阿托珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C2742797,vedolizumab,维多珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C2973446,brentuximab vedotin,布妥昔单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C2987603,mogamulizumab,莫加单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C3152625,Pneumococcal 13-valent conjugate vaccine,肺炎球菌13价结合疫苗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C3247294,BRENTUXIMAB,布伦图昔单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C3539881,gamma-interferon,γ干扰素
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C3539881|3439,gamma-interferon|IFNA1,γ干扰素| IFNA1
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C3657270,nivolumab,纳武单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C3658706,pembrolizumab,帕博利珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C3660996,dupilumab,度匹鲁单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C3853839,blinatumomab,兰妥莫单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4055109,durvalumab,杜鲁伐单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4055417,avelumab,阿维鲁单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4055433,atezolizumab,阿特朱单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4083151,ublituximab,乌布妥昔单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4086837,sacituzumab govitecan,萨西图祖马布政府
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4278463,emicizumab,伊美珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4289970,Anti-PD1 Monoclonal Antibody,抗pd1单克隆抗体
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4330502,isatuximab,伊沙妥昔单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4553138|931|54474,Anti-CD20 Monoclonal Antibody|MS4A1|KRT20,抗cd20单克隆抗体| ms4a1 | krt20
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4682408,camrelizumab,卡姆瑞珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4683810,zanubrutinib,扎努布汀
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4724806,cemiplimab,西米普利单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4733463,Tislelizumab,替利珠单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4746084,tagraxofusp,塔格索夫
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C4760864,sintilimab,辛蒂单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C5139916,tafasitamab,他法西塔单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C5203804,Loncastuximab Tesirine,龙卡斯妥昔单抗替西林
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C5227411,belantamab mafodotin,贝兰他单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C5227415,magrolimab,马格罗利单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C5235398,Teclistamab,特克利斯塔巴
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C5387588,COVID-19 Vaccines,新型冠状病毒肺炎疫苗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C5418251,Sugemalimab,苏格玛单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C5421266,Odronextamab,奥德龙单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C5433947,sotrovimab,索罗维单抗
aapp;gngm;imft;phsu,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Pharmacologic Substance",C5446330,Penpulimab,彭普利单抗
aapp;gngm;imft;rcpt,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Receptor",C0016011,Platelet Glycoprotein GPIIb-IIIa Complex,血小板糖蛋白gpiib-iiia复合物
aapp;gngm;imft;rcpt,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Receptor",C0021701,Integrins,整合素
aapp;gngm;imft;rcpt,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Receptor",C0034788,"Receptors, Antigen",受体，抗原
aapp;gngm;imft;rcpt,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Receptor",C0034790,T-Cell Receptor,t细胞受体
aapp;gngm;imft;rcpt,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Receptor",C0034793,Complement Receptor,补体受体
aapp;gngm;imft;rcpt,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Receptor",C0034805,Fc Receptor,fc受体
aapp;gngm;imft;rcpt,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Receptor",C0060377,"Receptors, Fibronectin",受体，纤连蛋白
aapp;gngm;imft;rcpt,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Receptor",C0071216,Urokinase Plasminogen Activator Receptor,尿激酶纤溶酶原激活物受体
aapp;gngm;imft;rcpt,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Receptor",C0079785,Macrophage-1 Antigen,巨噬细胞-1抗原
aapp;gngm;imft;rcpt,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Receptor",C0079785|6998,Macrophage-1 Antigen|TDGF1P3,巨噬细胞-1抗原| tdgf1p3
aapp;gngm;imft;rcpt,"Amino Acid, Peptide, or Protein;Gene or Genome;Immunologic Factor;Receptor",C0123745,integrin beta7,整合素β7
